id,question,example_1,example_2,answer
107,"請你提供這個在於香港中環的餐廳的描述: Beefbar, 這是一間扒房餐廳。",Restaurant 1: Carna by Dario Cecchini // Description: 餐廳位於精品酒店高層，落地窗帶來開闊視野，幾乎每個位置都可以欣賞到維港的迷人景色。Dario Cecchini為意大利著名的肉店店主，除了引入家鄉的肉品，也提供澳洲、美國、日本等地的牛扒，且遵從「從頭吃到尾」(Nose-to-Tail) 的烹調理念，將牛隻切割為18個部位。菜單上也有各種意式美食，酒單則涵蓋意大利多個產區的佳釀。,Restaurant 2: The Steak House // Description: 位於重新開業的麗晶酒店內，採用落地玻璃和鏡面設計，可多角度飽覽維港景色。菜單網羅來自意大利、西班牙、韓國、日本、澳洲、美國等地的優質牛扒，也有由摩洛哥籍主廚處理的熟成牛扒，不妨向店員查詢。佐料方面，提供多款鹽品、醬汁和自家調製的芥末。此外，各式前菜、沙律、熟食冷肉、芝士等也琳瑯滿目。,這家源自摩納哥的扒房裝潢亮眼，以白色雲石配搭黑色皮革，時尚有型。主要供應來自美國、澳洲、日本、韓國的頂級牛扒，無論是安格斯牛、和牛或神戶牛，不同部位都被烤至恰到好處。不要錯過大受歡迎的肋眼蓋，外層微微焦脆，內裏則軟嫩多汁。前菜選擇豐富，其中墨西哥卷餅和席前炮製的牛肉他他均美味可口。
108,"請你提供這個在於香港中環的餐廳的描述: Mono, 這是一間拉丁美洲菜餐廳。",,,委內瑞拉主廚結合在歐洲及本地的經驗，以上乘食材和現代烹飪技巧，呈現其文化本源。他運用多款當地食材及自製醬汁，務求以鮮艷顏色和豐富的味道，讓客人飽嘗南美風情。招牌菜式小龍蝦食材源自丹麥，肉質細嫩，配合自家發酵的可可果和濃湯，令小龍蝦的鮮味異常突出。僅接受網上訂座。
109,"請你提供這個在於香港尖沙咀的餐廳的描述: 唐閣, 這是一間粵菜餐廳。",Restaurant 1: 營致會館 // Description: 裝潢典雅時尚，讓客人在舒適的環境中享用精緻美食。主廚着重選料新鮮，加上熟練的烹調技巧，炮製出細緻傳統的廣東菜。招牌菜脆香貴妃雞皮脆酥香、口感嫩滑。另外推介肉質鮮嫩中帶香脆的香葱爆乳龍。地下酒吧專售氈酒調製的雞尾酒，也有輕井澤威士忌等較特別的選擇。,Restaurant 2: 新同樂 // Description: 廚師團隊經驗豐富，加上選材嚴謹、用料新鮮，俘獲一眾食客的味蕾。除了經典招牌菜百花脆皮乳豬件，鮮蘑菇焗釀蟹蓋、燒汁乾煏牛肋骨也值得一試。提供多款套餐，當中包括以進口食材糅合獨特創意的廚師推介美食。部分菜餚可按人數調整分量，靈活貼心。點心菜單恆常更換，新鮮感十足。,開業逾三十年，各款粵式佳餚均由經驗豐富的廚房團隊主理，食物水準不言而喻，難怪能吸引食客再三前往。其北京片皮鴨、三葱爆龍蝦、釀焗鮮蟹蓋皆深受歡迎，用料十足的湯羹更加不容錯過。在等待美食的時候，不妨欣賞四周高雅的布藝裝飾、一絲不苟的餐桌佈置和一系列引人入勝的藝術品。
110,"請你提供這個在於香港西營盤的餐廳的描述: Lucale, 這是一間意大利菜餐廳。",Restaurant 1: Involtini // Description: 裝潢簡約優雅，建議選擇開放式廚房旁的座位，欣賞烹調過程。選用意大利原材料、每天新鮮製作的意粉一直是店內招牌，廚師於前一晚製作麵糰，讓其休息一晚後才製成麵條，口感特佳，意粉款式更會不時更替。推薦紅蝦意大利幼麵，濃郁的醬汁掛在彈牙的麵條上，配搭鮮甜的原隻加勒比海紅蝦，叫人回味。,Restaurant 2: Estro // Description: 自2021年開業以來，來自拿坡里的主廚一直選用意大利、法國及日本的優質食材，提供傳統意菜，並於午、晚餐時段各設不同套餐。招牌紅蝦奶凍呈現漂亮的珊瑚紅色，表面是滿滿的魚子醬，非常奢華。各式手工意粉也不容錯過，鈕扣造型的尤其富有特色。設有主廚餐桌，能與大廚作直接交流，惟須提早查詢。,由兩位意籍大廚聯手經營，店內的肉類、芝士、餐酒等都由意大利空運到港，藉此帶給客人最地道的家鄉美食。特別推介自家製的意大利粉，尤其是配搭羊奶芝士和核桃麵包碎的黑松露意粉，香氣四溢，口感恰到好處。酒單豐富，且價格合理。美酒佳餚兼備，餐廳即使藏身於街巷裏，依然不乏捧場客。
111,"請你提供這個在於香港尖沙咀的餐廳的描述: 御寶軒 (尖沙咀), 這是一間粵菜餐廳。",Restaurant 1: 大圍小館 (大圍) // Description: 門外一串串紅燈籠、室內一户户桃木窗框和一幅幅屏風，與餐廳供應的傳統粵菜相映成趣。午市時段以供應點心為主，多款坊間少見的經典點心，如鴛鴦臘腸卷、香煎糯米雞等仍能在此品嘗得到。晚市供應的粵式小菜款式多、分量足，菜式名字趣緻，如麻甩吊桶仔，以新鮮雞隻烹調的雞餚值得一試。,Restaurant 2: 龍景軒 // Description: 坐擁維港美景，餐廳從世界各地搜羅優質食材，為傳統粵菜注入不一樣的元素，加上出色的烹調手法，令其一直深受粵菜愛好者歡迎。除了主菜單，亦因應時令供應當季菜式。各款燉湯用料豐富，不容錯過；若於午市到訪，不妨試試精美的點心。侍酒師會為客人提供餐酒建議，不嗜酒的朋友也不乏茶品選擇，當中包括有機凍汽茶。,御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。
112,"請你提供這個在於香港其他的餐廳的描述: 坤記竹昇麵, 這是一間麵食餐廳。",Restaurant 1: 沾仔記 (威靈頓街) // Description: 開業逾廿年，裝潢簡潔但舒適。招牌菜雲吞、鮮鯪魚球和鮮牛肉各有特色：鯪魚球自家製作，帶魚鮮味；雲吞皮薄餡足，爽口彈牙；鮮牛肉則口感嫩滑，牛味濃郁。配搭用豬骨、大地魚和羅漢果等熬煮而成的湯頭，鮮甜味美。想同時品嘗三種美食，可選擇至尊三寶麵。午市需要排隊及拼桌，建議在非繁忙時間光顧。,Restaurant 2: 華姐清湯腩 // Description: 家庭式經營的小店，現由華姐大兒子主理，招待工作則由弟弟打點。他們每天均會用上逾百斤肉味香濃的本地新鮮牛腩，從早上起燜煮招牌牛腩；清湯底則以十多種香料秘製，每個工序都一絲不苟，難怪每天一開店就吸引了不少食客光顧。除了清湯牛坑腩，也不要錯過菜肉雲吞、腩汁蘿蔔及以白滷水浸上幾小時的醉雞。,店東秉承其家族在廣州的製麵方法，在工房經人手以傳統竹竿壓法每日新鮮打製，配方含大量雞蛋，並施以獨門的除鹼方法，製成的麵條彈牙爽口，啖啖蛋香全無鹼水味，配以自製的大地魚湯和蝦籽更是滋味無窮。推介鮮蝦雲吞麵和蝦籽蠔油撈麵。店家另有出售樽裝蝦籽、大地魚粉及竹昇蛋麵等。
113,"請你提供這個在於香港深水埗的餐廳的描述: 深深甜品, 這是一間街頭小吃餐廳。",Restaurant 1: 奇趣餅家 // Description: 餅店面積不算大，但提供琳瑯滿目的傳統中式餅食，如雞仔餅、老婆餅、光酥餅、合桃酥及香蕉糕等。,Restaurant 2: 蘇記燉蛋 // Description: 只供應原味牛奶燉蛋白──以北海道牛乳和鮮蛋白燉製，呈薄膜狀的表面下為流心蛋白，嫩滑非常。設冷及熱兩種選擇，後者即點即燉，需耐心等待。,主打港式和台式糖水，風格懷舊。每天新鮮製作的椰子糊屬必試之選，椰香撲鼻，入口香滑濃郁。另外，紫米露配清心丸、腐竹馬蹄清心丸或地道台式甜品也值得一試。
114,"請你提供這個在於香港灣仔的餐廳的描述: 金紫荊生記, 這是一間粵菜餐廳。",Restaurant 1: 營致會館 // Description: 裝潢典雅時尚，讓客人在舒適的環境中享用精緻美食。主廚着重選料新鮮，加上熟練的烹調技巧，炮製出細緻傳統的廣東菜。招牌菜脆香貴妃雞皮脆酥香、口感嫩滑。另外推介肉質鮮嫩中帶香脆的香葱爆乳龍。地下酒吧專售氈酒調製的雞尾酒，也有輕井澤威士忌等較特別的選擇。,Restaurant 2: 大班樓 // Description: 大班樓於2022年遷址，並更改訂座方式，食客需按公佈於指定日子到網站登記，可說一位難求。廣受老饕支持，全因餐廳講究食材質素，一直自小型供應商和本地漁民取貨，配合扎實的烹調技巧，展現傳統粵菜精粹，雞油花雕蒸大花蟹為招牌菜式。雖只供應套餐，但選項甚豐，並因應時令調整，客人須提前以電郵提交選項。,於2021年開始由生記接手營運，廚房團隊以新鮮、優質食材及時令海鮮，炮製口味地道的粤菜及精美點心。菜單上除了生記四十多年來的傳統招牌菜式，更加入限量供應的懷舊手工菜，如金錢雞和香葱海鹽煎馬友，後者以整條馬友起肉去骨製成，調味出色，十分可口。餐廳毗鄰金紫荊廣場，坐擁醉人維港美景。
115,"請你提供這個在於香港中環的餐廳的描述: 一樂燒鵝 (中環), 這是一間燒味餐廳。",Restaurant 1: 甘牌燒鵝 // Description: 祖父輩創業至今逾七十年，店舖深受食客喜愛，門前常見人龍。櫥窗前掛滿色澤油亮的傳統廣式燒味，以家傳秘方炮製的甘氏燒鵝為鎮店之寶。此外，燒乳豬、鵝掌、鵝肝等滷水食品和入口即化的鵝紅亦不容錯過；佐以鵝油製作的太子撈麵香氣四溢，教人欲罷不能。菜式琳瑯滿目，如果想多嘗幾款，建議偕親友共往。,Restaurant 2: 天鴻燒鵝 // Description: 餐廳於2001年開業，憑着味美的燒味和合理價格深受街坊愛戴。招牌燒鵝採用每天由佛山養殖場直送到店的黑棕鵝，分批即醃即燒，確保新鮮，高峰期每日售出近百隻。此外，蜜汁叉燒、燒鴨、花雕醉雞和滷水等亦值得一試；店家更出售自製的清熱五花茶。堂食座位有限，燒味售罄更會提早關門，宜提早前往。,早於1957年開業，鎮店招牌脆皮燒鵝油光亮澤，乃根據老闆朱先生的家族秘方醃製，在自設工場經二十多道工序燒烤，色香味俱佳。每次只出爐十隻，因此得靠點運氣才可嘗到特定部位。一人獨享的話，建議點選四分一隻燒鵝，配搭鵝油清湯瀨粉。其他燒味均以炭爐燒烤，不要錯過化皮燒腩仔和蜜汁叉燒。
116,"請你提供這個在於香港中環的餐廳的描述: Zest by Konishi, 這是一間法國菜餐廳。",Restaurant 1: Plaisance by Mauro Colagreco // Description: 餐廳以海洋為概念，室內設計採用藍綠色調，配合銀光閃閃的魚形裝飾，奪目耀眼。餐宴以取自主廚祖母食譜的麵包打開序幕，佐以橄欖油倍添滋味。主菜單以海鮮為主，採用本地蔬菜和世界各地的時令食材，融合法式手法烹調。休息室在星期一至五提供現場音樂表演，不妨先在這裏小酌一番。,Restaurant 2: Louise // Description: 選址在具歷史價值的前已婚警察宿舍，室內飾以復古牆紙、水晶燈飾等，重塑三十年代殖民地風情。餐廳由法籍廚師Julien Royer監督，客人不妨先在樓下的酒吧淺酌，然後到樓上的主用餐區，享用選料上乘、賣相精緻的法式菜餚。其中，冷肉批、鴿胸配鴨肝及適合分享的烤本地三黃雞均值得一試。亦有侍酒師提供配酒服務。,佔地兩層，可先到上層欣賞風景並享用雞尾酒，再往下層品嘗當代法式美食。色調柔和的室內設計帶有自然氣息，氛圍悠閒輕鬆。主廚強調不時不食，採用來自日本、法國和本地的時令食材。品嘗套餐的主菜包括海鮮和肉類，配菜亦同樣出色。供二人分享的平原雞廣受歡迎，但備菜時間較長，建議提前查詢。
117,"請你提供這個在於香港中環的餐廳的描述: Belon, 這是一間法國菜餐廳。",Restaurant 1: Plaisance by Mauro Colagreco // Description: 餐廳以海洋為概念，室內設計採用藍綠色調，配合銀光閃閃的魚形裝飾，奪目耀眼。餐宴以取自主廚祖母食譜的麵包打開序幕，佐以橄欖油倍添滋味。主菜單以海鮮為主，採用本地蔬菜和世界各地的時令食材，融合法式手法烹調。休息室在星期一至五提供現場音樂表演，不妨先在這裏小酌一番。,Restaurant 2: Ami // Description: 餐廳糅合美食與小酒館，菜單上可找到手切牛肉他他、即叫即焗的梳乎厘等經典法國菜式。現任年輕主廚來自法國南部，為這裏的菜餚注入更多新意。如果想有更完整的餐飲體驗，不妨選擇季節品嘗菜單。供應超過四百款蘇格蘭、日本等地的稀有威士忌，讓客人暢享美饌和佳釀。天氣晴朗的日子，到露台位置用餐更感悠閒寫意。,搬遷後一改以往的小酒館風格，裝潢更加亮麗高檔。主廚擅於以法式烹調技巧料理本地時令食材，他不僅重新構思餐廳的經典菜餚，更推出多款全新菜式。廚房前設四人吧檯座位，讓食客一邊欣賞烹調過程，一邊享用包含餐酒配搭的精選四人菜單，惟須預約。單點菜單則提供烤全雞等招牌菜，適合多人分享。
